train_type,batch_size,test_batch,clean_correct,dirty_correct
rolling,4,24,True,False
rolling,4,25,True,False
rolling,4,26,True,True
rolling,4,27,True,False
rolling,4,28,True,False
rolling,4,29,True,False
rolling,4,30,True,False
rolling,4,31,True,True
rolling,4,32,True,True
rolling,4,33,True,False
rolling,4,34,True,False
rolling,4,35,True,False
rolling,4,36,True,False
rolling,4,37,True,False
rolling,4,38,True,False
rolling,4,39,True,False
rolling,4,40,True,False
rolling,4,41,True,False
rolling,4,42,True,False
rolling,4,43,True,False
rolling,4,44,False,True
rolling,4,45,False,True
rolling,4,46,True,False
rolling,4,47,True,False
rolling,4,48,True,True
rolling,5,0,True,False
rolling,5,1,True,False
rolling,5,2,True,False
rolling,5,3,True,False
rolling,5,4,True,False
rolling,5,5,True,False
rolling,5,6,False,False
rolling,5,7,True,False
rolling,5,8,True,False
rolling,5,9,False,True
rolling,5,10,True,False
rolling,5,11,True,False
rolling,5,12,False,True
rolling,5,13,True,True
rolling,5,14,True,True
rolling,5,15,True,True
rolling,5,16,True,False
rolling,5,17,True,False
rolling,5,18,True,False
rolling,5,19,False,True
rolling,5,20,True,False
rolling,5,21,True,False
rolling,5,22,True,False
rolling,5,23,True,False
rolling,5,24,True,False
rolling,5,25,True,True
rolling,5,26,True,False
rolling,5,27,True,False
rolling,5,28,True,False
rolling,5,29,True,False
rolling,5,30,True,True
rolling,5,31,True,True
rolling,5,32,True,False
rolling,5,33,True,False
rolling,5,34,True,False
rolling,5,35,True,False
rolling,5,36,True,False
rolling,5,37,True,False
rolling,5,38,True,False
rolling,5,39,True,False
rolling,5,40,True,False
rolling,5,41,True,False
rolling,5,42,True,False
rolling,5,43,True,False
rolling,5,44,False,True
rolling,5,45,True,False
rolling,5,46,True,False
rolling,5,47,True,True
rolling,6,0,True,False
rolling,6,1,True,False
rolling,6,2,True,False
rolling,6,3,True,False
rolling,6,4,True,False
rolling,6,5,False,False
rolling,6,6,True,False
rolling,6,7,True,False
rolling,6,8,True,False
rolling,6,9,True,False
rolling,6,10,True,False
rolling,6,11,False,True
rolling,6,12,True,True
rolling,6,13,True,True
rolling,6,14,True,False
rolling,6,15,True,True
rolling,6,16,True,False
rolling,6,17,True,False
rolling,6,18,False,True
rolling,6,19,True,False
rolling,6,20,True,False
rolling,6,21,True,False
rolling,6,22,True,False
rolling,6,23,True,False
rolling,6,24,True,False
rolling,6,25,True,False
rolling,6,26,True,False
rolling,6,27,True,False
rolling,6,28,True,False
rolling,6,29,True,True
rolling,6,30,True,True
rolling,6,31,True,False
rolling,6,32,True,False
rolling,6,33,True,False
rolling,6,34,True,False
rolling,6,35,True,False
rolling,6,36,True,False
rolling,6,37,True,False
rolling,6,38,True,False
rolling,6,39,True,False
rolling,6,40,True,False
rolling,6,41,True,False
rolling,6,42,True,False
rolling,6,43,True,True
rolling,6,44,True,False
rolling,6,45,True,False
rolling,6,46,True,True
rolling,7,0,True,False
rolling,7,1,True,False
rolling,7,2,True,False
rolling,7,3,True,False
rolling,7,4,False,False
rolling,7,5,True,False
rolling,7,6,True,False
rolling,7,7,True,False
rolling,7,8,True,False
rolling,7,9,True,False
rolling,7,10,False,True
rolling,7,11,True,False
rolling,7,12,True,True
rolling,7,13,True,False
rolling,7,14,True,False
rolling,7,15,True,True
rolling,7,16,True,False
rolling,7,17,False,True
rolling,7,18,True,False
rolling,7,19,True,False
rolling,7,20,True,False
rolling,7,21,True,False
rolling,7,22,True,False
rolling,7,23,True,False
rolling,7,24,True,False
rolling,7,25,True,False
rolling,7,26,True,False
rolling,7,27,True,False
rolling,7,28,True,False
rolling,7,29,True,True
rolling,7,30,True,False
rolling,7,31,True,False
rolling,7,32,True,False
rolling,7,33,True,False
rolling,7,34,True,False
rolling,7,35,True,False
rolling,7,36,True,False
rolling,7,37,True,False
rolling,7,38,True,False
rolling,7,39,True,False
rolling,7,40,True,False
rolling,7,41,True,False
rolling,7,42,True,True
rolling,7,43,True,False
rolling,7,44,True,False
rolling,7,45,True,True
rolling,8,0,True,False
rolling,8,1,True,False
rolling,8,2,True,False
rolling,8,3,False,False
rolling,8,4,True,False
rolling,8,5,True,False
rolling,8,6,True,False
rolling,8,7,True,False
rolling,8,8,True,False
rolling,8,9,True,True
rolling,8,10,True,False
rolling,8,11,True,True
rolling,8,12,True,True
rolling,8,13,True,False
rolling,8,14,True,False
rolling,8,15,True,True
rolling,8,16,False,True
rolling,8,17,True,False
rolling,8,18,True,False
rolling,8,19,True,False
rolling,8,20,True,False
rolling,8,21,True,False
rolling,8,22,True,False
rolling,8,23,True,False
rolling,8,24,True,False
rolling,8,25,True,False
rolling,8,26,True,False
rolling,8,27,True,False
rolling,8,28,True,True
rolling,8,29,True,False
rolling,8,30,True,False
rolling,8,31,True,False
rolling,8,32,True,False
rolling,8,33,True,False
rolling,8,34,True,False
rolling,8,35,True,False
rolling,8,36,True,False
rolling,8,37,True,False
rolling,8,38,True,False
rolling,8,39,True,False
rolling,8,40,True,False
rolling,8,41,True,False
rolling,8,42,True,False
rolling,8,43,True,False
rolling,8,44,True,False
rolling,9,0,True,False
rolling,9,1,True,False
rolling,9,2,False,False
rolling,9,3,True,False
rolling,9,4,True,False
rolling,9,5,True,False
rolling,9,6,True,False
rolling,9,7,True,False
rolling,9,8,True,True
rolling,9,9,True,False
rolling,9,10,True,False
rolling,9,11,True,False
rolling,9,12,True,True
rolling,9,13,True,False
rolling,9,14,True,False
rolling,9,15,False,True
rolling,9,16,True,False
rolling,9,17,True,False
rolling,9,18,True,False
rolling,9,19,True,False
rolling,9,20,True,False
rolling,9,21,True,False
rolling,9,22,True,False
rolling,9,23,True,False
rolling,9,24,True,False
rolling,9,25,True,False
rolling,9,26,True,False
rolling,9,27,True,True
rolling,9,28,True,False
rolling,9,29,True,False
rolling,9,30,True,False
rolling,9,31,True,False
rolling,9,32,True,False
rolling,9,33,True,False
rolling,9,34,True,False
rolling,9,35,True,False
rolling,9,36,True,False
rolling,9,37,True,False
rolling,9,38,True,False
rolling,9,39,True,False
rolling,9,40,True,False
rolling,9,41,True,False
rolling,9,42,True,False
rolling,9,43,True,False
